longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity,roomsxpop
-122.28,37.81,35,948,184,467,169,1.8088,118800,NEAR BAY,2.0299785867237685
-120.87,38.37,28,3998,765,1614,698,2.8125,113400,INLAND,2.477075588599752
-122.3,37.84,14,7355,2408,3100,2051,4.0018,143800,NEAR BAY,2.3725806451612903
-122.23,37.79,52,1783,395,1659,412,2.9357,107900,NEAR BAY,1.0747438215792646
-119.8,36.74,25,1717,542,1343,471,0.799,51800,INLAND,1.2784810126582278
-122.18,37.79,46,2109,387,922,329,3.9712,208100,NEAR BAY,2.2874186550976137
-119.44,36.6,34,864,184,579,171,2.0417,72500,INLAND,1.4922279792746114
-121.93,37.7,3,2456,582,793,456,4.4087,225600,<1H OCEAN,3.0970996216897855
-122.29,37.82,49,135,29,86,23,6.1183,75000,NEAR BAY,1.569767441860465
-121.96,39.3,39,701,130,271,89,2.1845,112500,INLAND,2.5867158671586714
-121.0,38.58,12,3425,549,1357,451,5.3344,217500,INLAND,2.5239498894620485
-119.82,36.78,36,1582,313,761,318,2.6055,69200,INLAND,2.078843626806833
-122.3,37.91,39,2686,569,1159,559,2.9441,200400,NEAR BAY,2.3175150992234683
-121.62,37.61,26,1786,306,771,279,5.7239,430600,INLAND,2.316472114137484
-122.29,37.86,50,2485,607,1354,563,1.9483,150500,NEAR BAY,1.8353028064992614
-119.73,36.52,20,1741,331,1466,289,2.5921,94200,INLAND,1.1875852660300137
-121.97,37.8,17,3279,418,1222,381,7.9168,356000,<1H OCEAN,2.683306055646481
-121.24,39.65,35,632,148,221,102,2.3684,62500,INLAND,2.8597285067873304
-121.52,39.49,30,1217,238,677,233,2.6563,63600,INLAND,1.7976366322008863
-122.21,37.78,52,1477,300,1065,269,1.8472,137000,NEAR BAY,1.3868544600938968
-121.58,39.76,19,2487,485,1110,453,3.1061,110200,INLAND,2.2405405405405405
-119.76,36.68,29,1243,312,836,277,1.8355,74200,INLAND,1.486842105263158
-121.83,37.99,23,1150,174,572,174,4.9167,152400,INLAND,2.0104895104895104
-120.81,38.89,17,1438,324,675,268,2.9444,119300,INLAND,2.1303703703703705
-121.62,39.5,18,2105,416,974,385,1.6346,63300,INLAND,2.1611909650924024
-122.24,37.79,27,1632,492,1171,429,2.3173,125000,NEAR BAY,1.3936806148590948
-122.21,37.78,49,898,244,779,245,3.0536,137500,NEAR BAY,1.152759948652118
-119.53,36.65,43,1676,320,1056,276,2.5562,93200,INLAND,1.5871212121212122
-122.08,37.63,31,767,171,548,185,3.7614,176000,NEAR BAY,1.3996350364963503
-120.72,38.38,9,1787,347,806,306,2.525,157200,INLAND,2.2171215880893302
-121.7,37.96,33,2396,452,1391,465,3.2813,151400,INLAND,1.7225017972681524
-119.75,36.78,35,1129,220,474,242,2.4405,74300,INLAND,2.3818565400843883
-119.74,36.85,3,10425,2121,4432,1778,3.9032,140800,INLAND,2.35221119133574
-122.08,37.95,24,3173,548,1351,536,5.0672,243000,NEAR BAY,2.3486306439674314
-122.32,37.99,24,4865,968,2315,893,4.2852,173500,NEAR BAY,2.101511879049676
-122.28,37.89,52,2070,329,722,306,5.4171,292000,NEAR BAY,2.8670360110803323
-122.25,37.82,28,3337,855,1520,802,3.9063,225000,NEAR BAY,2.1953947368421054
-119.76,36.8,20,6257,1346,2795,1267,2.2094,83700,INLAND,2.238640429338104
-122.25,38.0,16,2978,411,1531,400,6.5006,237700,NEAR BAY,1.945133899412149
-119.79,36.81,33,1461,261,494,254,4.25,132200,INLAND,2.95748987854251
-119.71,36.83,15,2727,500,1228,436,3.5078,109000,INLAND,2.220684039087948
-122.28,37.81,17,924,289,609,289,1.5,162500,NEAR BAY,1.5172413793103448
-122.26,38.0,6,678,104,318,91,5.2375,246400,NEAR BAY,2.1320754716981134
-121.89,38.01,28,3639,751,2362,641,3.0042,103900,INLAND,1.5406435224386112
-120.87,38.71,13,2692,470,1302,420,4.0,167400,INLAND,2.067588325652842
-122.3,37.9,30,1772,471,880,437,2.2672,162500,NEAR BAY,2.0136363636363637
-122.21,37.83,40,4991,674,1616,654,7.5544,411500,NEAR BAY,3.088490099009901
-119.85,36.8,14,1876,324,1031,311,3.6563,88800,INLAND,1.8195926285160038
-121.99,37.54,18,3584,715,1673,661,3.9444,240100,<1H OCEAN,2.1422594142259412
-119.81,36.76,48,2059,388,834,405,2.9306,67900,INLAND,2.468824940047962
-120.06,36.72,32,981,237,736,249,1.8,60400,INLAND,1.3328804347826086
-122.03,37.59,16,4371,889,2530,817,4.6786,256000,NEAR BAY,1.7276679841897233
-119.79,36.85,11,2596,619,1765,539,1.9511,54000,INLAND,1.4708215297450424
-122.27,37.77,52,2388,559,1121,518,3.3269,234500,NEAR BAY,2.130240856378234
-122.19,37.76,26,1293,297,984,303,1.9479,85800,NEAR BAY,1.3140243902439024
-119.81,36.74,36,607,155,483,146,1.5625,47500,INLAND,1.2567287784679089
-120.09,36.19,12,1923,559,2809,535,1.4191,55100,INLAND,0.6845852616589534
-120.36,36.13,29,1938,434,1306,415,3.0134,55500,INLAND,1.4839203675344563
-122.02,37.87,14,3056,369,1209,377,8.4352,441400,NEAR BAY,2.5277088502894953
-122.36,37.95,40,408,102,302,81,1.8333,69800,NEAR BAY,1.3509933774834437
-121.6,39.77,26,1503,343,699,296,1.875,84000,INLAND,2.1502145922746783
-122.25,37.89,37,3000,457,987,450,7.5385,350000,NEAR BAY,3.0395136778115504
-119.31,36.63,26,1874,416,1834,432,1.6486,55200,INLAND,1.0218102508178843
-120.1,38.91,33,1561,282,30,11,1.875,500001,INLAND,52.03333333333333
-119.43,36.59,15,1371,306,1266,309,1.767,63300,INLAND,1.0829383886255923
-121.92,37.72,4,7477,1576,2937,1506,5.1437,299400,<1H OCEAN,2.545795028941096
-122.11,37.89,32,2372,516,1067,492,4.3235,279500,NEAR BAY,2.223055295220244
-122.13,37.75,30,414,54,137,50,4.975,311100,NEAR BAY,3.021897810218978
-122.0,37.98,36,404,77,237,88,4.525,161300,INLAND,1.7046413502109705
-121.58,39.79,19,2636,523,1184,465,2.7863,108600,INLAND,2.2263513513513513
-120.81,38.67,14,8396,1578,3952,1474,3.0565,118800,INLAND,2.124493927125506
-122.24,37.81,52,2485,313,953,327,6.8591,352400,NEAR BAY,2.6075550891920254
-122.06,37.64,33,1160,252,729,220,3.8259,146100,NEAR BAY,1.5912208504801097
-121.9,37.67,15,2130,273,876,285,7.2639,332400,<1H OCEAN,2.4315068493150687
-122.05,37.68,23,7518,1279,3827,1294,5.1701,216800,NEAR BAY,1.9644630258688267
-121.95,37.55,21,10687,1540,4552,1520,6.6478,333400,<1H OCEAN,2.3477592267135323
-122.31,37.91,43,2549,511,1060,528,3.6417,178400,NEAR BAY,2.4047169811320757
-122.22,37.81,52,2944,536,1034,521,5.3509,302100,NEAR BAY,2.8471953578336557
-122.14,37.73,43,2264,390,931,368,3.8125,235100,NEAR BAY,2.4317937701396346
-122.27,37.77,52,2252,388,1033,434,5.5337,372000,NEAR BAY,2.1800580832526624
-122.27,37.81,10,875,348,546,330,0.76,162500,NEAR BAY,1.6025641025641026
-119.7,36.82,25,2379,540,1482,484,2.3173,68200,INLAND,1.605263157894737
-121.93,37.73,8,831,231,404,224,3.375,350000,<1H OCEAN,2.0569306930693068
-122.27,37.85,40,751,184,409,166,1.3578,147500,NEAR BAY,1.8361858190709046
-122.26,37.84,49,713,202,462,189,1.025,118800,NEAR BAY,1.5432900432900434
-122.24,37.76,52,2504,516,979,472,3.4762,244000,NEAR BAY,2.557711950970378
-119.74,36.75,47,2236,418,1042,397,2.9545,59600,INLAND,2.145873320537428
-122.13,37.66,19,862,167,407,183,4.3456,163000,NEAR BAY,2.117936117936118
-121.83,37.99,23,1970,296,935,279,4.4853,145900,INLAND,2.106951871657754
-119.58,36.69,42,1032,215,812,225,1.9766,58100,INLAND,1.270935960591133
-122.15,37.69,38,1246,221,637,222,3.6625,184600,NEAR BAY,1.956043956043956
-119.77,36.74,50,1325,280,811,281,1.8667,62800,INLAND,1.6337854500616522
-120.03,38.89,15,3042,588,918,336,3.8333,118800,INLAND,3.3137254901960786
-121.82,38.01,25,3018,606,1614,568,3.4722,127000,INLAND,1.8698884758364311
-122.08,37.72,32,2476,368,1048,367,5.6194,274700,NEAR BAY,2.3625954198473282
-122.35,37.97,31,2892,685,2104,641,3.2188,113800,NEAR BAY,1.3745247148288973
-119.8,36.77,52,2964,512,1114,486,3.8105,87600,INLAND,2.6606822262118492
-122.33,37.95,42,1627,336,848,316,3.7708,144600,NEAR BAY,1.9186320754716981
-122.32,37.93,33,296,73,216,63,2.675,22500,NEAR BAY,1.3703703703703705
-122.08,37.63,37,1793,364,1534,346,3.6458,156600,NEAR BAY,1.16883963494133
-122.24,38.01,16,2084,315,1154,307,6.0102,235600,NEAR BAY,1.805892547660312
-122.02,37.96,25,2615,368,935,366,6.6727,305100,NEAR BAY,2.7967914438502675
-120.72,38.24,32,2685,543,1061,492,2.5473,101600,INLAND,2.530631479736098
-122.27,37.88,52,2803,930,1372,876,2.1907,271400,NEAR BAY,2.043002915451895
-121.61,39.77,25,1612,313,837,303,2.963,89500,INLAND,1.9259259259259258
-122.1,37.68,37,1352,342,691,324,3.4032,196900,NEAR BAY,1.9565846599131693
-122.24,37.82,52,3481,751,1444,718,3.9,275700,NEAR BAY,2.410664819944598
-120.69,38.36,19,3267,614,1252,566,2.7236,109900,INLAND,2.6094249201277955
-122.33,37.96,46,1222,236,819,251,3.9118,129400,NEAR BAY,1.492063492063492
-122.34,37.98,33,2014,410,1354,427,3.9773,131300,NEAR BAY,1.4874446085672082
-120.01,38.92,25,1758,357,689,278,2.675,104200,INLAND,2.551523947750363
-122.0,37.96,32,3364,666,1980,678,3.7,179000,INLAND,1.698989898989899
-119.55,36.51,46,1889,390,971,403,2.2132,76600,INLAND,1.945417095777549
-121.78,38.01,19,2688,469,1216,422,4.4491,133900,INLAND,2.210526315789474
-122.17,37.75,44,1218,248,763,254,2.3281,88800,NEAR BAY,1.5963302752293578
-122.08,37.7,25,3402,758,1645,710,3.4934,209900,NEAR BAY,2.068085106382979
-122.17,37.88,32,3633,508,1393,506,7.6917,401800,NEAR BAY,2.608040201005025
-119.79,36.73,52,112,28,193,40,1.975,47500,INLAND,0.5803108808290155
-122.22,37.78,50,1776,473,1807,440,1.7276,102300,NEAR BAY,0.9828444936358606
-121.59,39.79,20,743,171,395,168,1.625,88300,INLAND,1.8810126582278481
-121.65,39.32,40,812,154,374,142,2.7891,73500,INLAND,2.171122994652406
-119.83,36.82,14,1087,165,365,176,7.2909,155600,INLAND,2.978082191780822
-120.59,38.76,21,1728,417,731,334,1.7266,94700,INLAND,2.3638850889192886
-122.14,37.69,37,2141,535,1093,555,2.9958,178400,NEAR BAY,1.958828911253431
-122.12,38.01,42,2225,367,864,381,4.1189,172400,NEAR BAY,2.5752314814814814
-122.15,37.74,49,1325,277,764,282,3.3125,118000,NEAR BAY,1.7342931937172774
-120.72,38.94,10,1604,352,540,190,3.7625,113200,INLAND,2.9703703703703703
-119.34,36.62,26,1922,339,1148,332,2.6058,92200,INLAND,1.6742160278745644
-121.7,39.36,37,2330,495,1505,470,2.0474,56000,INLAND,1.548172757475083
-119.71,36.81,19,1648,368,557,354,1.7969,72800,INLAND,2.9587073608617596
-121.56,39.51,46,1885,385,871,347,1.6352,53100,INLAND,2.1641791044776117
-122.1,37.65,36,410,76,252,82,4.5303,175000,NEAR BAY,1.626984126984127
-122.11,37.66,35,2843,652,1726,643,3.09,174100,NEAR BAY,1.6471610660486675
-122.22,37.84,50,2935,473,1031,479,7.5,295200,NEAR BAY,2.8467507274490784
-122.36,37.94,45,907,188,479,161,3.0862,79000,NEAR BAY,1.8935281837160751
-122.06,37.54,20,6483,1068,3526,1060,5.0838,248200,NEAR BAY,1.8386273397617696
-119.7,36.94,15,1449,277,649,265,2.4861,86300,INLAND,2.2326656394453006
-121.97,37.79,17,5688,824,2111,773,6.6131,312500,<1H OCEAN,2.6944576030317386
-122.15,37.71,18,5778,1526,2441,1352,3.1682,202700,NEAR BAY,2.3670626792298237
-119.75,36.74,39,1740,351,1098,347,1.8958,51300,INLAND,1.5846994535519126
-121.95,37.74,19,1127,170,518,167,6.3325,250000,<1H OCEAN,2.175675675675676
-121.97,37.54,31,1949,344,986,322,4.6349,196200,<1H OCEAN,1.9766734279918865
-119.98,38.92,27,2682,606,1010,399,3.15,86900,INLAND,2.6554455445544556
-122.26,38.03,25,2239,361,928,353,4.4474,203700,NEAR BAY,2.4127155172413794
-121.85,38.0,26,3364,570,1806,566,4.2647,133400,INLAND,1.8626799557032114
-121.61,39.76,31,2431,512,1026,427,2.5428,85000,INLAND,2.3693957115009745
-124.21,41.75,20,3810,787,1993,721,2.0074,66900,NEAR OCEAN,1.911690918213748
-120.84,38.73,17,2616,492,1158,457,2.8807,142600,INLAND,2.2590673575129534
-122.17,37.74,43,818,193,494,179,2.4776,101600,NEAR BAY,1.6558704453441295
-122.27,37.78,45,1169,263,723,286,3.9444,212900,NEAR BAY,1.6168741355463347
-120.69,38.44,13,1473,265,597,228,4.2917,121300,INLAND,2.4673366834170856
-121.62,39.77,23,1759,366,788,359,1.8125,93500,INLAND,2.232233502538071
-119.84,36.54,19,1310,241,702,217,2.4375,78200,INLAND,1.8660968660968662
-122.29,37.87,44,2539,755,1382,713,2.537,175000,NEAR BAY,1.8371924746743848
-121.93,37.73,23,2564,347,1043,351,6.2048,275000,<1H OCEAN,2.458293384467881
-121.97,37.64,32,1283,194,485,171,6.0574,431000,<1H OCEAN,2.645360824742268
-120.55,38.31,18,1411,312,592,230,1.625,94700,INLAND,2.383445945945946
-122.03,37.6,24,2077,383,1488,389,4.5721,214700,NEAR BAY,1.3958333333333333
-122.08,37.69,42,1414,274,629,244,3.3478,184900,NEAR BAY,2.248012718600954
-119.81,36.77,48,1805,329,741,331,2.5804,78900,INLAND,2.4358974358974357
-120.0,38.9,21,1653,419,737,308,1.9727,114100,INLAND,2.242876526458616
-119.83,36.76,15,3291,772,1738,634,1.976,67300,INLAND,1.8935558112773303
-120.98,38.34,27,3471,653,1793,600,3.5508,99100,INLAND,1.935861684327942
-121.98,37.53,26,3179,703,2142,639,4.1947,222700,<1H OCEAN,1.4841269841269842
-122.21,37.79,34,2364,557,1517,516,2.8365,139200,NEAR BAY,1.5583388266315095
-121.81,38.0,37,2724,579,1400,540,2.905,97300,INLAND,1.9457142857142857
-122.25,37.85,52,919,213,413,193,4.0368,269700,NEAR BAY,2.225181598062954
-121.77,37.65,16,4290,554,1952,576,7.3588,327500,INLAND,2.1977459016393444
-120.04,36.79,48,1341,239,671,208,2.7917,82800,INLAND,1.9985096870342771
-119.82,36.74,52,610,128,406,122,1.8967,43800,INLAND,1.5024630541871922
-121.82,37.69,12,1906,351,802,319,4.9375,227700,INLAND,2.376558603491272
-120.02,38.92,24,1194,246,414,151,3.2396,101900,INLAND,2.8840579710144927
-122.24,37.81,52,1490,238,634,256,6.0302,287300,NEAR BAY,2.3501577287066246
-122.14,37.85,27,9147,1276,3371,1269,7.3267,389900,NEAR BAY,2.7134381489172354
-120.63,38.75,17,3145,621,1432,559,2.7201,117500,INLAND,2.19622905027933
-119.61,36.59,10,2842,620,1443,576,2.2727,92700,INLAND,1.9695079695079696
-122.27,38.04,47,1685,405,835,372,2.3103,134500,NEAR BAY,2.0179640718562872
-121.79,37.66,22,14701,2210,6693,2232,5.98,245000,INLAND,2.1964739279844614
-120.84,38.63,12,1313,231,731,232,5.7373,208300,INLAND,1.7961696306429549
-121.94,37.53,33,2095,342,941,304,5.761,259600,<1H OCEAN,2.226354941551541
-119.83,36.79,35,1872,363,1054,369,3.3272,65600,INLAND,1.776091081593928
-122.15,37.68,30,2261,443,929,383,4.2841,213400,NEAR BAY,2.433799784714747
-119.82,36.75,41,1022,209,741,213,2.0781,48800,INLAND,1.379217273954116
-121.6,37.91,13,2479,394,1075,350,5.1017,241400,INLAND,2.306046511627907
-122.04,37.96,16,2913,723,1705,693,2.9097,106300,NEAR BAY,1.7085043988269795
-122.16,37.73,52,2260,416,994,412,4.1164,198200,NEAR BAY,2.27364185110664
-121.54,39.48,29,2896,596,1809,617,1.8047,53800,INLAND,1.6008844665561084
-121.39,39.61,22,2828,610,986,391,2.8871,94700,INLAND,2.86815415821501
-121.81,38.01,47,1942,430,1074,393,2.2361,105100,INLAND,1.808193668528864
-122.23,37.82,52,3242,366,1001,352,12.2138,500001,NEAR BAY,3.2387612387612386
-122.25,37.77,52,1038,220,482,215,3.1771,210200,NEAR BAY,2.1535269709543567
-121.9,38.0,14,1930,363,990,322,4.1094,162200,INLAND,1.9494949494949494
-120.01,38.91,17,2732,609,1005,499,1.9851,86700,INLAND,2.7184079601990048
-122.14,37.72,45,1397,253,555,248,2.983,202700,NEAR BAY,2.517117117117117
-120.8,38.51,23,1001,195,369,157,3.125,96400,INLAND,2.7127371273712737
-122.27,37.88,52,3360,648,1232,621,4.2813,284900,NEAR BAY,2.727272727272727
-121.75,37.69,26,2647,536,1422,522,3.7212,183800,INLAND,1.861462728551336
-119.39,36.64,38,949,190,578,187,2.3618,80000,INLAND,1.6418685121107266
-122.27,37.78,13,2020,535,959,486,5.2601,292700,NEAR BAY,2.1063607924921794
-119.74,36.74,39,4893,1210,4749,1067,1.2065,55600,INLAND,1.0303221730890715
-119.45,36.6,36,2294,489,1430,454,1.8975,60900,INLAND,1.6041958041958042
-119.77,36.44,26,1727,289,802,259,3.2083,75000,INLAND,2.153366583541147
-121.8,37.7,22,5533,943,2474,910,4.7361,216800,INLAND,2.236459175424414
-121.99,37.56,18,5505,1005,2641,971,5.0,269700,<1H OCEAN,2.084437712987505
-122.1,37.67,34,3659,897,2479,903,2.9564,150500,NEAR BAY,1.4759983864461477
-122.24,37.83,52,2449,312,916,316,8.1194,471600,NEAR BAY,2.673580786026201
-122.01,37.97,32,3012,527,1288,512,3.6449,211500,NEAR BAY,2.3385093167701863
-122.31,37.92,30,1014,236,537,204,2.8456,183300,NEAR BAY,1.888268156424581
-120.95,38.69,10,3421,563,1689,545,5.2032,217100,INLAND,2.0254588513913556
-122.15,37.73,45,3758,819,1573,736,2.8355,245400,NEAR BAY,2.3890654799745707
-122.32,37.95,35,1612,354,887,331,2.5769,146100,NEAR BAY,1.8173618940248026
-122.12,37.7,17,2488,617,1287,538,2.9922,179900,NEAR BAY,1.933177933177933
-119.89,36.73,43,524,93,302,93,2.6146,81300,INLAND,1.7350993377483444
-122.17,37.78,49,893,177,468,181,3.875,140600,NEAR BAY,1.9081196581196582
-122.04,37.99,38,2675,541,1378,480,3.8897,139900,NEAR BAY,1.9412191582002902
-120.25,38.55,15,4403,891,1103,433,3.0125,111700,INLAND,3.9918404351767904
-122.27,37.77,52,1710,481,849,457,2.7115,220800,NEAR BAY,2.0141342756183747
-119.73,36.81,19,1699,356,994,368,2.7778,79700,INLAND,1.7092555331991952
-121.79,38.0,36,1141,234,562,213,2.5893,108500,INLAND,2.030249110320285
-122.01,37.54,32,2572,406,1128,395,5.0,287600,NEAR BAY,2.280141843971631
-122.14,37.67,36,1487,249,641,243,4.0682,196200,NEAR BAY,2.3198127925117005
-122.14,37.77,27,2229,365,1297,355,4.8304,279100,NEAR BAY,1.7185813415574402
-121.78,37.68,17,3112,872,1392,680,3.0222,172500,INLAND,2.235632183908046
-122.19,37.83,28,1326,184,463,190,8.2049,335200,NEAR BAY,2.863930885529158
-119.8,36.86,7,6434,1201,2733,1045,3.7656,145000,INLAND,2.354189535309184
-122.28,37.85,48,2063,484,1054,466,2.2625,132900,NEAR BAY,1.9573055028462998
-119.95,38.95,21,2046,580,952,353,1.7245,92200,INLAND,2.149159663865546
-120.46,36.87,20,1287,310,954,269,1.3386,63000,INLAND,1.349056603773585
-122.28,37.83,52,3108,813,1623,765,2.6997,126900,NEAR BAY,1.9149722735674677
-122.3,37.92,32,3943,605,1524,614,6.0677,321600,NEAR BAY,2.5872703412073492
-120.71,38.73,17,2146,396,862,351,2.9219,141300,INLAND,2.4895591647331785
-122.17,37.76,38,1764,397,987,354,2.4333,98200,NEAR BAY,1.7872340425531914
-119.61,36.94,14,863,151,315,135,4.2679,151800,INLAND,2.7396825396825397
-119.76,36.75,35,1607,383,1407,382,2.19,53400,INLAND,1.1421464108031272
-121.84,39.73,52,857,232,520,198,0.987,112500,INLAND,1.648076923076923
-121.6,39.77,23,2263,497,1138,455,2.3403,87300,INLAND,1.9885764499121266
-119.77,36.91,3,7520,1143,2878,1077,5.3272,174200,INLAND,2.612925642807505
-122.04,37.95,29,866,138,341,133,4.7188,197100,NEAR BAY,2.5395894428152492
-122.16,37.68,16,1687,348,568,352,2.3869,83300,NEAR BAY,2.9700704225352115
-121.91,37.69,18,2876,423,1395,427,6.3132,259200,<1H OCEAN,2.0616487455197134
-122.29,37.82,2,158,43,94,57,2.5625,60000,NEAR BAY,1.6808510638297873
-122.13,37.89,27,744,214,295,169,2.7411,350000,NEAR BAY,2.522033898305085
-122.03,37.99,37,1755,327,882,350,4.59,166600,NEAR BAY,1.989795918367347
-121.93,37.93,16,2169,262,877,245,6.6049,312600,INLAND,2.4732041049030786
-119.74,36.65,19,2546,463,1257,418,2.9013,89500,INLAND,2.0254574383452666
-122.07,38.0,37,978,202,462,184,3.625,156300,NEAR BAY,2.116883116883117
-122.08,37.87,26,2405,564,680,531,2.4896,73400,NEAR BAY,3.536764705882353
-122.07,37.71,40,1808,302,746,270,5.3015,254900,NEAR BAY,2.423592493297587
-119.67,36.82,2,2579,376,1133,342,4.5577,123300,INLAND,2.2762577228596648
-120.22,36.49,14,1508,347,1679,345,2.4786,56000,INLAND,0.8981536628945801
-122.07,37.72,26,3204,477,1411,484,5.4834,295200,NEAR BAY,2.2707299787384834
-120.56,38.39,20,1326,307,563,237,2.6667,86600,INLAND,2.355239786856128
-121.74,39.59,24,1535,279,726,272,2.3833,95100,INLAND,2.1143250688705235
-122.03,37.62,35,2072,352,1001,350,4.7109,198700,NEAR BAY,2.06993006993007
-122.06,37.7,33,3906,790,1912,770,3.5187,209400,NEAR BAY,2.042887029288703
-119.81,36.73,51,956,196,662,180,2.101,56700,INLAND,1.444108761329305
-120.43,36.18,29,579,116,218,99,2.1458,104200,INLAND,2.6559633027522938
-122.33,37.99,4,3999,1079,1591,887,3.911,112500,NEAR BAY,2.5135135135135136
-119.84,36.85,8,3791,487,1424,475,10.5144,345900,INLAND,2.6622191011235956
-119.78,36.65,27,1226,240,706,211,2.77,68400,INLAND,1.7365439093484418
-122.27,37.82,41,3221,853,1959,720,1.1108,97500,NEAR BAY,1.6442062276671772
-122.19,37.78,49,1183,205,496,209,5.2328,174200,NEAR BAY,2.3850806451612905
-120.01,38.89,24,1669,422,589,281,3.0089,100800,INLAND,2.833616298811545
-121.61,37.77,32,404,74,144,58,4.2083,125000,INLAND,2.8055555555555554
-120.93,38.5,15,1248,234,529,216,3.3393,107200,INLAND,2.3591682419659734
-122.32,37.97,33,1156,190,643,209,4.5,156600,NEAR BAY,1.797822706065319
-122.26,37.83,52,2432,715,1377,696,2.5898,176000,NEAR BAY,1.766158315177923
-122.19,37.78,52,2492,415,1109,375,4.3125,164400,NEAR BAY,2.2470694319206492
-122.25,37.83,52,2376,559,939,519,3.1484,224100,NEAR BAY,2.5303514376996805
-119.83,36.8,24,3756,681,1586,739,3.8571,90100,INLAND,2.368221941992434
-122.27,37.82,52,1630,456,1162,400,1.2475,104200,NEAR BAY,1.4027538726333908
-119.77,36.83,16,2360,355,1034,359,5.0635,108500,INLAND,2.2823984526112184
-120.0,38.52,16,3045,543,202,102,3.15,140600,INLAND,15.074257425742575
-121.92,38.01,7,1632,248,879,262,6.1237,166000,INLAND,1.8566552901023892
-122.05,37.55,23,4247,835,2357,823,5.1321,211300,NEAR BAY,1.8018667798048367
-122.24,37.85,37,334,54,98,47,4.9643,335000,NEAR BAY,3.4081632653061225
-120.41,38.33,17,1463,338,529,226,3.024,100900,INLAND,2.765595463137996
-121.92,37.47,26,2016,322,1105,357,6.0878,246900,<1H OCEAN,1.8244343891402715
-120.38,36.75,25,1689,495,1745,457,1.9056,60000,INLAND,0.9679083094555874
-121.57,39.74,17,1619,292,705,285,2.4623,126100,INLAND,2.2964539007092197
-119.69,36.79,15,2524,451,1207,424,2.7404,76300,INLAND,2.0911350455675226
-122.26,37.78,52,970,217,528,208,3.3438,201300,NEAR BAY,1.8371212121212122
-121.97,39.79,16,1453,299,904,286,3.5735,89600,INLAND,1.6073008849557522
-122.04,37.62,32,1540,324,793,302,3.2857,193200,NEAR BAY,1.9419924337957124
-121.96,37.74,2,200,20,25,9,15.0001,350000,<1H OCEAN,8.0
-119.76,36.83,20,3214,446,1360,463,5.2595,110900,INLAND,2.363235294117647
-119.78,36.77,45,1315,256,666,240,2.3562,58100,INLAND,1.9744744744744744
-122.28,37.84,52,2153,481,1168,441,1.9615,115200,NEAR BAY,1.8433219178082192
-122.26,37.86,52,3774,744,1461,679,2.9405,289500,NEAR BAY,2.5831622176591376
-122.07,37.92,26,3872,739,1629,684,4.4312,225000,NEAR BAY,2.3769183548189075
-122.03,37.93,21,4712,624,1773,615,6.0918,344800,NEAR BAY,2.657642413987592
-122.19,37.78,52,2198,397,984,369,3.22,156500,NEAR BAY,2.233739837398374
-121.91,38.02,15,2966,558,1687,527,3.4817,129800,INLAND,1.7581505631298162
-121.47,39.49,17,1554,242,553,230,3.2174,91800,INLAND,2.810126582278481
-122.2,37.78,50,1867,403,1128,378,2.5401,129100,NEAR BAY,1.6551418439716312
-122.35,37.92,36,921,200,585,236,1.9224,94000,NEAR BAY,1.5743589743589743
-122.28,37.82,52,1489,335,728,244,0.8172,85300,NEAR BAY,2.04532967032967
-122.33,37.94,42,1695,345,719,334,3.9417,139100,NEAR BAY,2.357440890125174
-122.12,38.0,20,6992,1404,3221,1334,4.2042,166400,NEAR BAY,2.170754424091897
-122.07,37.63,24,2329,465,1401,453,4.5913,177600,NEAR BAY,1.662384011420414
-122.33,37.92,26,3887,779,2512,740,2.2301,122400,NEAR BAY,1.5473726114649682
-119.98,38.93,28,1194,272,494,203,2.3281,85800,INLAND,2.417004048582996
-121.98,37.95,16,2984,406,1317,397,6.7821,265900,INLAND,2.265755504935459
-121.53,39.49,19,1537,329,617,274,1.5313,50300,INLAND,2.4910858995137763
-119.97,38.93,24,856,185,388,108,3.1806,107200,INLAND,2.2061855670103094
-122.35,37.98,34,3756,726,2237,686,3.7562,132900,NEAR BAY,1.679034421099687
-122.28,37.88,52,957,188,403,172,3.2344,245500,NEAR BAY,2.3746898263027294
-122.16,37.79,22,12842,2048,4985,1967,5.9849,371000,NEAR BAY,2.5761283851554664
-121.04,38.81,11,3522,623,1456,544,3.93,163400,INLAND,2.418956043956044
-119.77,36.86,7,4139,544,1843,562,8.2737,193500,INLAND,2.2457948996201846
-121.98,37.81,18,2903,387,1127,372,5.5921,359100,<1H OCEAN,2.5758651286601597
-121.73,38.0,3,9217,1522,3578,1272,5.0016,189100,INLAND,2.5760201229737283
-121.83,38.0,8,2572,738,1384,684,1.7161,75800,INLAND,1.8583815028901733
-122.31,37.91,31,1432,348,681,348,2.7243,218100,NEAR BAY,2.1027900146842877
-119.83,36.77,32,2867,615,1705,570,2.4286,68100,INLAND,1.6815249266862171
-119.78,36.75,49,1175,307,982,278,1.2937,52000,INLAND,1.1965376782077393
-122.2,37.8,46,2041,405,1059,399,3.8487,203300,NEAR BAY,1.927289896128423
-122.16,37.75,38,2457,624,1516,482,1.5625,91700,NEAR BAY,1.620712401055409
-121.85,37.66,14,4236,701,1833,663,5.6399,300600,INLAND,2.3109656301145662
-122.16,37.76,36,2781,574,1438,519,2.4598,155500,NEAR BAY,1.9339360222531294
